reward,episode_len,act_loss,crit_loss
-1.6676863993728497,11.0,0.7900444984436035,197.42611397147178
11.570919619490738,24.0,-2.9404518175125123,0.4221650007367134
12.949735449735444,24.0,-2.8469483852386475,0.22914588861167431
7.4197530864197505,15.0,-1.6979737281799316,0.230036464035511
9.378306878306875,18.0,-1.6461879014968872,0.24563518673181534
22.584064275916116,41.0,-2.2757487297058105,0.2229748111963272
7.999491048062169,18.0,-0.5220323204994202,0.8681085240840912
5.917397609249458,13.0,0.013408065773546696,0.8050141167640686
7.976190476190474,15.0,-0.5850878953933716,0.41871248066425326
15.895920308315365,30.0,-1.35613214969635,0.47080072402954104
18.3068783068783,33.0,-1.459623098373413,0.4872273752093315
9.488826180678029,19.0,-0.324358731508255,0.6297069108486175
13.80605526161081,26.0,-0.6965838670730591,0.5627743029594421
1.7852053337764584,7.0,2.4312450885772705,2.3640179681777953
7.404252952824074,17.0,-0.010339288040995598,0.7221755242347717
18.71377676234788,36.0,-0.39770519733428955,1.1406773519515991
8.37301587301587,16.0,-0.31953346729278564,0.8227652490139008
32.309017563815026,58.0,-0.8135578632354736,3.784027991294861
16.251905930572306,32.0,-0.71660977602005,1.2706164813041687
15.169525621094339,29.0,-0.5481847524642944,0.8164031255245209
5.023300571871694,13.0,1.6976548433303833,2.08575309753418
6.587301587301584,13.0,-1.2968553304672241,0.27524182826280597
10.991181657848319,21.0,-1.6164790391921997,0.2457096406817436
2.5614297400961217,9.0,0.9080986380577087,1.5441842889785766
1.7647637163324403,6.0,3.0482444763183594,2.199704558849335
-0.15425286635234037,4.0,1.5996638536453247,1.3898823404312133
22.89594356261022,41.0,-3.255162239074707,0.12352476716041565
2.2266995146000395,8.0,0.03223371505737305,0.9681793534755707
19.488604276504795,37.0,-2.5207765102386475,0.33742019355297087
2.3262256704048037,8.0,0.40883752703666687,1.197226610183716
3.991158403553463,10.0,-0.2196277230978012,0.7757600307464599
5.409051313528955,13.0,-0.40512603521347046,0.845457900762558
1.3566366114340869,6.0,1.1618092060089111,1.6723038101196288
0.13574947992861475,4.0,1.777099609375,2.4840047454833982
3.809523809523808,8.0,-0.5087615847587585,0.3959869509935379
7.258436213991766,15.0,-0.978838324546814,0.4956605345010757
8.37301587301587,16.0,-1.082437515258789,0.38311112761497496
6.836192287761009,15.0,-0.36980825662612915,0.8332893109321594
7.4197530864197505,15.0,-0.4757707118988037,0.6510774290561676
11.869778561630408,23.0,-0.9420070648193359,0.5790977191925049
9.36955665745718,20.0,-0.30957314372062683,1.0032761073112488
0.5861893882298792,5.0,2.595564365386963,3.6460168170928955
28.062610229276878,46.0,-2.3395330905914307,0.24319263488054277
0.9994937542912301,5.0,2.2240829467773438,2.5965503215789796
0.28857324014196406,4.0,2.077972650527954,1.9330150270462036
9.704286882953262,21.0,-1.4390177726745605,0.5996112298965454
25.288573240141954,46.0,-2.434211015701294,0.2979330530762672
14.466191644858021,29.0,-1.5407904386520386,0.5728882133960724
15.82428462632511,31.0,-1.4066314697265625,0.5739071142673492
19.22809640676278,37.0,-1.414783239364624,0.6143767380714417
10.421463765642894,20.0,-0.5934439897537231,0.9559339451789856
4.332827087624562,11.0,0.9236325621604919,1.592339608669281
13.383811335380052,26.0,-0.8466811180114746,0.6538296747207641
