reward,episode_len,loss
21.728747795414467,26.0,0.0
3.304492528619864,6.0,0.0
12.111211713433189,16.0,0.0
13.015973618195094,17.0,0.0
23.93331989834466,29.0,0.0
17.829943566010364,24.0,0.0
6.112292778030532,10.0,0.0
9.420217127180093,13.0,0.0
26.840886427837116,32.0,0.0
15.357661252919765,18.0,0.0
1.1247888313958716,3.0,0.0
0.1710600459095537,4.0,0.0
0.6376405849128679,3.0,0.2582259972890218
3.217960579166185,5.0,0.723400205373764
11.656328534042338,17.0,0.5344864357920254
9.365336611281737,14.0,0.548689033303942
13.20634920634921,16.0,0.5995858118403703
3.5481374434049195,5.0,0.707306969165802
25.050668536534758,32.0,0.6312224809080362
14.224531596615545,19.0,0.7878871971839353
10.35038801612577,14.0,0.9158336615988186
2.3128969516616813,6.0,0.7753534043828646
1.4687431001416218,3.0,0.7424319386482239
2.8111312207952244,6.0,0.9123822251955668
2.985526708036666,6.0,1.1177345514297485
4.946943307582116,8.0,1.231557384133339
9.516684276162067,14.0,1.0083088725805283
23.77768017930931,27.0,1.0599848219641932
16.464510879305863,19.0,1.229875319882443
3.960056310742927,8.0,1.2574849724769592
0.46906522854301747,4.0,1.289546087384224
21.056490072721264,27.0,1.261686759966391
3.6083408664026906,5.0,1.4678703904151917
7.856167565793465,12.0,1.6791231681903203
6.333333333333334,8.0,1.4393202885985374
1.813279135429547,4.0,2.099644184112549
13.609614170761553,19.0,1.2184701169791974
7.268839413633934,11.0,1.533934625712308
12.028954832387408,15.0,1.248925373951594
0.8645137682602001,180.0,1.302763629787498
14.618836726982202,20.0,1.1049239695072175
8.67115294866182,13.0,1.2457082500824561
28.98536948143379,180.0,1.2244933764139811
16.25862665332523,32.0,1.1403127387166023
42.043614806287536,48.0,1.2622641033182542
15.090955265069661,21.0,1.3711146258172535
0.13202510083567232,4.0,1.4132533967494965
25.172486465175112,32.0,1.216273671016097
26.07628525875133,31.0,1.1298472102611297
30.05066853653475,37.0,1.0455930305493844
16.007675358361972,20.0,1.1771542027592659
7.5039519116278735,11.0,1.1694653196768328
15.35038801612577,19.0,1.4708248282733716
41.3343541919648,47.0,1.2752156625402735
1.3255643679046676,21.0,1.0185013087022872
3.771232662145125,7.0,1.4195417846952165
8.252557319223987,11.0,1.2294639403169805
14.02855799358275,17.0,1.0111548006534576
3.4338624338624344,5.0,0.9325113654136657
7.711405273533435,12.0,1.3260115434726079
8.798817056878846,10.0,1.3345273554325103
8.767071025132816,11.0,1.5150481895966963
13.53542105214937,16.0,1.3652279190719128
23.542322862000297,180.0,1.3459813938372664
18.222125486513452,24.0,1.4179728763798873
0.09893151164724845,5.0,1.331404721736908
0.14563801254708109,15.0,1.453371928135554
4.225910673074904,8.0,1.2714586555957794
9.72414034190881,13.0,1.1138898959526649
2.23228955014514,5.0,1.23692547082901
25.787978371373356,30.0,1.3239750246206918
55.636641648733196,126.0,1.2333016546945723
9.2429963028284,12.0,1.3098187322417896
40.08735470020249,46.0,1.2428944240445676
13.256873481020882,16.0,1.0673822276294231
22.54581018204984,28.0,1.4671724630253655
12.80089369892908,18.0,1.362661361694336
19.650562699084507,24.0,1.3527963049709797
4.80592486071583,8.0,1.144837386906147
23.92980748802092,31.0,1.5148103698607414
8.002107980344267,12.0,1.2300110906362534
6.934916226508432,13.0,1.1908952318705046
11.48399648556565,15.0,1.343194490671158
9.13543903069754,11.0,1.6565575626763431
19.824392564812932,24.0,1.3446646879116695
11.77224086762788,15.0,1.3696428259213766
9.015618571517926,13.0,1.5944472711819868
23.372243032883876,28.0,1.4649772867560387
17.078981664852652,23.0,1.2748772748138593
13.622304845996124,17.0,1.2989049045478596
10.267324222414832,14.0,1.2632826183523451
29.69847130337643,36.0,1.4890799108478758
2.563074270037233,5.0,1.3701876878738404
16.551294068022383,19.0,1.4701340355371173
9.10291345360007,13.0,1.065323462853065
-0.5679021231761516,3.0,2.0268022219340005
6.347795414462082,9.0,1.3483415908283658
48.250621056168555,52.0,1.2052951627052748
56.76358173489915,62.0,1.5754287858163156
14.260622546066715,18.0,1.2682368291748896
6.920083693794884,15.0,1.2392553071180978
11.890335715627842,30.0,1.1245598604281744
5.30133285723221,9.0,1.2860856122440762
10.741975477349428,13.0,1.5724671941537123
7.124857020115532,9.0,1.5524830222129822
39.386341671624834,80.0,1.4946709740906954
23.32868843236743,27.0,1.2977601731265034
9.070053411379991,14.0,1.3350164294242859
25.03089841504166,30.0,1.218784636259079
27.78847892425452,33.0,1.3591424624125164
18.325676069604075,23.0,1.3733524356199347
15.734179271072513,18.0,1.1916271216339536
25.941674199735992,28.0,1.2434461904423577
4.8542764542695505,9.0,1.2827182081010606
0.36648212208196185,4.0,0.8277761191129684
21.505632117887487,34.0,1.068330779671669
8.964539028276937,12.0,1.3384371747573216
35.83277547309062,52.0,1.3271571512405689
14.035763644109682,19.0,1.2605199719730176
46.293906394054915,52.0,1.2206693452138166
10.43482533538441,15.0,0.9886269966761271
11.162144029558963,16.0,1.101148122921586
18.99366346827394,47.0,1.1759566005240096
0.00932790024036545,3.0,0.9054401318232218
77.26165003382602,170.0,1.248635199841331
14.652193374703332,18.0,1.0750952892833285
