reward,episode_len
22.657145352900056,26.0
3.7246295492364885,6.0
13.16726251763589,16.0
14.103583272352871,17.0
25.46285294181967,29.0
20.6362877797353,24.0
7.454475673168162,10.0
10.3314403292181,13.0
28.31503129417622,32.0
15.135350490304576,18.0
0.920461572698447,3.0
1.7482083165215228,4.0
0.8779199654574594,3.0
2.8200977952903594,5.0
14.02589298117596,17.0
11.205401146335243,14.0
13.235062893081754,16.0
2.849973131814573,5.0
28.194764266707615,32.0
17.017418901909746,20.0
4.759025485551336,7.0
15.99755846726787,19.0
17.06896303621761,20.0
6.5401890597731605,9.0
3.7824356553756737,6.0
9.53681093545273,12.0
22.62846300064457,26.0
5.592635815259619,8.0
16.126045782175517,19.0
1.7666579298331457,4.0
12.360319567965643,15.0
16.908157515362994,20.0
6.551246336700345,9.0
9.341920751419993,12.0
2.74300337222017,5.0
2.848371167702113,5.0
14.025230122079428,17.0
10.063645703948676,13.0
160.61644423349932,180.0
19.802060441923718,23.0
64.67528910995304,74.0
161.20157985198506,180.0
161.03755452438375,180.0
161.4900848462385,180.0
162.79029972506797,180.0
161.33732479799914,180.0
162.82751366056405,180.0
161.91818142931635,180.0
163.43482360771165,180.0
3.6794760916841716,6.0
57.85935735377865,66.0
163.49017228413115,180.0
163.47999029175836,180.0
100.98025833345034,113.0
161.86722120298916,180.0
163.68772502574137,180.0
122.87632703757875,138.0
161.90603812103492,180.0
160.91615193257013,180.0
162.86354949790712,180.0
145.10246655129274,162.0
162.86124941660486,180.0
163.02678477165304,180.0
161.7516981414892,180.0
162.7742849879125,180.0
163.19418430567222,180.0
161.59247787198962,180.0
163.4373629370609,180.0
163.6756052299881,180.0
2.806528923965937,5.0
4.516715938586867,7.0
52.688988037459936,60.0
163.42806810851008,180.0
162.7604289348747,180.0
4.435644518666227,7.0
163.39119982645312,180.0
162.34914572655765,180.0
162.6147672443334,180.0
163.32672956227336,180.0
162.91546154855516,180.0
162.22240452219577,180.0
162.53693362711513,180.0
162.66094701082918,180.0
162.88512077348116,180.0
163.15567182781058,180.0
162.49277791554883,180.0
162.7875889319096,180.0
1.7854903066927212,4.0
24.402936734806154,29.0
50.30630032643745,57.0
30.279789018159295,35.0
131.63805191121966,148.0
2.8220063669539557,5.0
0.8154127358286865,3.0
163.50770656281966,180.0
10.947413660414105,14.0
162.0123827810846,180.0
162.9485915492296,180.0
163.66060226778794,180.0
46.03534006873715,53.0
163.31162359166396,180.0
163.15010384957534,180.0
145.67259299949686,164.0
3.70735753769584,6.0
162.69732026927667,180.0
162.26862947923138,180.0
1.831359829273607,4.0
29.001452410704974,34.0
161.73983107497133,180.0
163.33499529284552,180.0
162.49226195428577,180.0
162.633692499223,180.0
163.03406027054152,180.0
163.3989451657103,180.0
162.49302161886544,180.0
163.404306745019,180.0
162.27192241984415,180.0
0.959905660377358,3.0
24.435520691260873,29.0
162.937054252734,180.0
163.11813434509133,180.0
163.08405606393336,180.0
13.68936696229579,17.0
162.97482410961433,180.0
115.22035841524004,128.0
163.71064817751287,180.0
81.21975989685441,91.0
163.41862799234255,180.0
102.8557633305431,116.0
162.55394268397242,180.0
162.49727818586453,180.0
163.27934429116678,180.0
7.207251073840668,10.0
61.55262008030374,70.0
161.8863460837665,180.0
89.4816745228374,101.0
2.7309197787646453,5.0
22.342943835282547,27.0
162.1536621468423,180.0
163.0397604499113,180.0
163.2570997015371,180.0
132.92602455253925,149.0
162.22573278754163,180.0
161.61273512862203,180.0
163.51746799201874,180.0
162.34019549558562,180.0
163.56455543421112,180.0
162.9957714820605,180.0
162.44811588046193,180.0
9.943999233624456,13.0
12.513527689637208,16.0
163.1887564883469,180.0
162.51702012126324,180.0
162.32884360258382,180.0
12.620769786700583,16.0
162.70089441057817,180.0
163.15791326189589,180.0
50.24336545477963,57.0
10.369239925198949,13.0
164.38501242317307,180.0
70.34110725620755,80.0
161.53193267599644,180.0
163.98702479084997,180.0
0.9875446881873262,3.0
164.15771626861974,180.0
35.23110922312806,41.0
162.65434680355602,180.0
163.41510613868044,180.0
49.9261852374435,57.0
162.83537479728983,180.0
161.92731888894204,180.0
161.9144508316445,180.0
108.16345346023819,121.0
163.67051274617046,180.0
59.85559854782495,68.0
162.5780633123936,180.0
3.743197343382013,6.0
163.92297783448333,180.0
161.53602100985785,180.0
163.270695791826,180.0
