reward,episode_len,loss
12.776895943562605,26.0,0.0
1.6486411637207488,6.0,0.0
6.974269225657645,16.0,0.0
7.5218882732766925,17.0,0.0
14.053563031703499,29.0,0.0
10.375857585899332,24.0,0.0
3.254706795792891,10.0,0.0
5.345969037820888,13.0,0.0
15.894601636445806,32.0,0.0
8.890204949741516,18.0,0.0
0.2922787339081343,3.0,0.0
-0.3514208046398619,4.0,0.0
0.005668222713399951,3.0,0.1017719308535258
1.6124158381693416,5.0,0.43787847757339476
6.642348190919313,17.0,0.327240955303697
5.26404966776537,14.0,0.34024164506367277
2.0729276726012897,8.0,0.2813726123422384
5.197122958060454,14.0,0.43306213510887964
14.93111845600599,32.0,0.3151754402788356
9.794895581184198,20.0,0.3438363872468472
1.9199653366672695,7.0,0.429724215396813
7.6023570673120675,19.0,0.3642392336930099
9.410483984673128,20.0,0.4391560174524784
8.872930541199352,20.0,0.4691535957157612
1.479049430618154,6.0,0.35612910737593967
2.7213637417557446,8.0,0.6794804111123085
12.730581720203581,25.0,0.47941662430763243
5.055918508873794,12.0,0.5061859165628751
8.775554017398191,19.0,0.42422920230187866
3.1987380607478952,9.0,0.5561696887016296
3.5149679273629877,10.0,0.5553287714719772
12.198545286874396,27.0,0.5302088139233766
14.91830388231809,29.0,0.579842277128121
-0.007107662928528491,4.0,0.6712832264602184
3.379121865215633,180.0,0.574299258283443
0.6749661263101338,4.0,0.4447447434067726
6.632326863913251,17.0,0.5484019850983339
4.053341127530272,11.0,0.5467931519855153
6.91095391309927,15.0,0.6698902726173401
10.96050813891074,23.0,0.48524467647075653
8.392725335316253,20.0,0.5306262571364642
6.691781014736211,14.0,0.5121677379523005
2.5218951424532494,8.0,0.577890831977129
0.8090175638150394,5.0,0.40527163743972777
25.7177354444059,48.0,0.7337182235593597
8.75190593057231,21.0,0.6182360684587842
-0.30380175702081424,4.0,0.6330218426883221
7.135659176745271,17.0,0.6452382241978365
15.589344953386243,31.0,0.6445761916618193
17.65666783533421,37.0,0.5825129743363406
