reward,episode_len
7.8772574793074055,11.0
11.976325350971681,15.0
10.231124764789296,13.0
0.8017652030340141,3.0
44.62585456901564,51.0
0.8361005861729045,3.0
0.800619250882709,3.0
160.92191576942764,180.0
161.49560830138444,180.0
160.81731180550582,180.0
160.65693444701543,180.0
160.95724221467825,180.0
161.7299739528459,180.0
160.2504197887564,180.0
160.43903950533266,180.0
162.04595744264003,180.0
161.08526445201645,180.0
160.93752116679076,180.0
160.98620931665315,180.0
161.2797133843778,180.0
161.15656654338204,180.0
161.027988337602,180.0
161.65924611471578,180.0
161.48384223328108,180.0
161.0025332498999,180.0
161.06017913544466,180.0
161.87707671276817,180.0
161.5042392857055,180.0
161.30783540648176,180.0
162.146536390704,180.0
21.101171873575108,26.0
161.33290742986074,180.0
161.98122492418807,180.0
163.03102063740837,180.0
161.9225214785654,180.0
161.50949996893434,180.0
161.33290742986074,180.0
161.8045552598805,180.0
161.68667242070907,180.0
161.56875648646476,180.0
161.68670767171528,180.0
163.03102063740837,180.0
163.08998290155932,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
163.03102063740837,180.0
163.03102063740837,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
163.03102063740837,180.0
163.03102063740837,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
73.28294776875425,84.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
2.460423605733351,5.0
161.33290742986074,180.0
163.03102063740837,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
163.03102063740837,180.0
163.03102063740837,180.0
161.33290742986074,180.0
23.08003690914189,28.0
161.33290742986074,180.0
163.03102063740837,180.0
161.33290742986074,180.0
161.33290742986074,180.0
