reward,episode_len,act_loss,crit1_loss,crit2_loss,alp_loss
7.8772574793074055,11.0,0.0,0.0,0.0,0.0
12.02377740008804,15.0,0.0,0.0,0.0,0.0
9.338739389891336,12.0,0.0,0.0,0.0,0.0
1.7639854086292817,4.0,0.0,0.0,0.0,0.0
5.524358171156839,8.0,0.0,0.0,0.0,0.0
-0.024793414519550527,2.0,0.0,0.0,0.0,0.0
9.123548895179088,12.0,0.0,0.0,0.0,0.0
10.241529892440054,13.0,0.0,0.0,0.0,0.0
2.7523486834191537,5.0,0.0,0.0,0.0,0.0
14.777096855507681,18.0,0.0,0.0,0.0,0.0
5.44962733727972,8.0,0.0,0.0,0.0,0.0
2.8299429225818162,5.0,0.0,0.0,0.0,0.0
8.354376935122076,11.0,0.0,0.0,0.0,0.0
5.472239910449896,8.0,0.0,0.0,0.0,0.0
1.6493184561943017,4.0,0.0,0.0,0.0,0.0
32.00900428819377,37.0,0.0,0.0,0.0,0.0
7.3425099169184005,10.0,0.0,0.0,0.0,0.0
29.117576754668427,34.0,-0.40275358277208667,0.2601506780175602,0.22947922348976135,0.010676242274177425
28.49665105916044,32.0,-1.1088698860257864,0.3365254024975002,0.32613989571109414,0.009272268158383667
25.700754896429135,29.0,-1.3311580625073662,0.3134317007558099,0.3030969721489939,0.00793262723640635
10.356081660421248,13.0,-1.4538097656690157,0.3134432446498137,0.299961391549844,0.0074229024780484345
10.51100628930817,13.0,-1.5119379116938665,0.30118570648706877,0.2916296628805307,0.007124030604385412
18.117051013277415,21.0,-1.5629728237787883,0.3194455596662703,0.30392237149533774,0.0067526134884073625
6.527311436518954,9.0,-1.6687497827741835,0.33376485606034595,0.33823662830723655,0.0064409582151307
3.7880190473725532,6.0,-1.602226734161377,0.3778752237558365,0.3749419202407201,0.006291810888797045
1.7771730651254751,4.0,-1.6373431980609894,0.28810060769319534,0.3063345029950142,0.006194770918227732
37.22082459818305,41.0,-1.7331833403284957,0.33435437991851713,0.3018675133949373,0.0057858724442378775
5.5979277821066065,8.0,-1.7881059050559998,0.33044726215302944,0.29097554832696915,0.005370759346988052
33.298399480219786,37.0,-1.8789703588227968,0.32586877571569905,0.2893938039605682,0.005031285782319469
5.607786505087267,8.0,-1.9626328200101852,0.2877225670963526,0.24860442895442247,0.004715199407655746
7.565161917333124,10.0,-1.984647023677826,0.367029632627964,0.3171987414360046,0.004597816150635481
10.394292818792957,13.0,-1.909157789670504,0.42390694526525646,0.3678619540654696,0.00445384607435419
3.719289475660923,6.0,-2.019024213155111,0.36200233300526935,0.3687085459629695,0.0043393808882683516
1.8247676371627402,4.0,-1.9930093884468079,0.44481147825717926,0.421719491481781,0.004280926892533898
5.754716981132074,8.0,-2.0330766439437866,0.3606548272073269,0.33677133545279503,0.004212404484860599
12.369939436291629,15.0,-2.0476746718088785,0.39810307224591573,0.369251349568367,0.004085564954827229
13.376572327044016,16.0,-2.051303930580616,0.4401219002902508,0.4139419998973608,0.0039229205140145496
12.328113386995186,15.0,-2.025506099065145,0.4508793890476227,0.41475426554679873,0.003769482144465049
12.385918937805723,15.0,-2.0973349889119466,0.39106061259905495,0.35637958149115245,0.0036292885585377612
19.99653466884073,23.0,-2.106201700542284,0.41422856048397394,0.39134156898311945,0.0034628740876265192
17.060191933049992,20.0,-2.1492041885852813,0.36662552282214167,0.33265005573630335,0.0032872730866074563
2.7703300809095635,5.0,-2.152535581588745,0.3720390796661377,0.3388706177473068,0.0031908683944493533
